"url","price","institution","title","skills you will gain","css-1qajodb","ratings","reviews","level type duration"
"https://www.coursera.org/learn/fibonacci","Free","The Hong Kong University of Science and Technology","Fibonacci Numbers and the Golden Ratio","Mathematics, Research and Design, Numbers (Spreadsheet), Algebra, Leadership and Management, Problem Solving, Entrepreneurship","Skills you'll gain:","4.8","(1k reviews)","Beginner · Course · 1-4 Weeks",""
"https://www.coursera.org/learn/film-images","Free","University of London","Film, Images & Historical Interpretation in the 20th Century: The Camera Never Lies","Communication, Business Psychology, Research and Design, History, Leadership and Management, Strategy and Operations, Culture, Business Analysis, Critical Thinking, Journalism, Film","Skills you'll gain:","4.6","(279 reviews)","Beginner · Course · 1-3 Months",""
"https://www.coursera.org/learn/emotions","Free","Universitat Autònoma de Barcelona","Emotions: a Philosophical Introduction","Research and Design, Business Psychology, Strategy and Operations, Communication, Leadership and Management, Entrepreneurship, Critical Thinking, Emotional Intelligence, Business Analysis, Machine Learning","Skills you'll gain:","4.3","(432 reviews)","Beginner · Course · 1-3 Months",""
"https://www.coursera.org/learn/philosophy-science-religion-1","Free","The University of Edinburgh","Philosophy, Science and Religion: Science and Philosophy","Philosophy, Experiment, Analysis, Probability & Statistics, Religion, Business Analysis, Research and Design, Critical Thinking, Machine Learning, Strategy and Operations, Thought","Skills you'll gain:","4.5","(864 reviews)","Beginner · Course · 1-3 Months","https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/9c/0ef500c14c11e69f76ebbe15cc92f6/psr-mooc-photomontage2-1080x1080.jpg?auto=format%2Ccompress&dpr=1&w=330&h=330&q=25&fit=fill"
"https://www.coursera.org/learn/best-practice-farming-sustainable-2050","Free","University of Western Australia","Discover Best Practice Farming for a Sustainable 2050","Entrepreneurship, Business Psychology, People Development, Human Resources, Research and Design, Sustainability, Leadership and Management","Skills you'll gain:","4.7","(588 reviews)","Beginner · Course · 1-3 Months","https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/42/88fe20775111e7973a17412a67e5ff/FF2050-Logo.jpg?auto=format%2Ccompress&dpr=1&w=330&h=330&q=25&fit=fill"
"https://www.coursera.org/learn/history-israel","Free","Tel Aviv University","The History of Modern Israel - Part I: From an Idea to a State","Business Psychology, History, Leadership and Management, Culture","Skills you'll gain:","4.6","(744 reviews)","Beginner · Course · 1-4 Weeks","https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/d3/2384f0578711e58dc4d3fe69ec57b8/IsraelCourse.png?auto=format%2Ccompress&dpr=1&w=330&h=330&q=25&fit=fill"
"https://www.coursera.org/learn/intellectual-disability-care-education","Free","University of Cape Town","Severe to Profound Intellectual Disability: Circles of Care and Education","Communication, Education","Skills you'll gain:","4.8","(94 reviews)","Beginner · Course · 1-4 Weeks",""
"https://www.coursera.org/learn/medieval-europe","Free","University of Colorado System","Deciphering Secrets: The Illuminated Manuscripts of Medieval Europe","Writing, Entrepreneurship, Strategy and Operations, Change Management, Communication, Geovisualization, Market Research, Culture, Data Visualization, Research and Design, Marketing, Leadership and Management, Business Psychology, Booking","Skills you'll gain:","4.6","(135 reviews)","Beginner · Course · 3-6 Months",""
"https://www.coursera.org/learn/data-science-ethics","Free","University of Michigan","Data Science Ethics","System Security, Probability & Statistics, General Statistics, Operating Systems, Software Security, Algorithms, Ethics","Skills you'll gain:","4.8","(715 reviews)","Beginner · Course · 1-3 Months",""
"https://www.coursera.org/learn/chinese-for-hsk5","Free","Peking University","Chinese for HSK 5","Listening, Language","Skills you'll gain:","4.8","(309 reviews)","Advanced · Course · 3-6 Months",""
"https://www.coursera.org/learn/patenting-bio-ipr","Free","Technical University of Denmark (DTU)","Patenting in Biotechnology","Computer Architecture, Communication, Computer Programming, Entrepreneurship, Theoretical Computer Science, Databases, Artificial Neural Networks, Research and Design, E-Commerce, Business Intelligence, Advertising, Probability & Statistics, Computer Graphics, .Properties, Brand Management, Data Visualization, Innovation, Law, Business Analysis, Computer Programming Tools, Clinical Data Management, Interactive Data Visualization, Microarchitecture, Sales, Marketing, Data Management, Machine Learning, Human Computer Interaction, Interactive Design, Accounting, Bioinformatics","Skills you'll gain:","4.6","(185 reviews)","Beginner · Course · 1-3 Months",""
"https://www.coursera.org/learn/wharton-crowdfunding","Free","University of Pennsylvania","Crowdfunding","Entrepreneurship, Finance, Entrepreneurial Finance, Investment Management","Skills you'll gain:","4.6","(358 reviews)","Mixed · Course · 1-4 Weeks",""
"https://www.coursera.org/learn/afrique-mondialisation","Free","Sciences Po","Afrique et mondialisation, regards croisés","Global, Religion, International Relations, Economics","Skills you'll gain:","4.7","(161 reviews)","Beginner · Course · 3-6 Months",""
"https://www.coursera.org/learn/eu-making-europe-work","Free","Universiteit Leiden","EU policy and implementation: making Europe work!","Computer Architecture, Mathematics, Business Psychology, Entrepreneurship, Leadership and Management, Decision Making, Organizational Development, Network Architecture, Game Theory, Computer Networking","Skills you'll gain:","4.4","(151 reviews)","Intermediate · Course · 1-3 Months",""
"https://www.coursera.org/learn/hablar-bien-en-publico","Free","Universitat Autònoma de Barcelona","Cómo hablar bien en público","Public Speaking, Communication","Skills you'll gain:","4.8","(1.8k reviews)","Beginner · Course · 1-3 Months",""
"https://www.coursera.org/learn/sustainable-digital-innovation","Free","EIT Digital","Sustainable Digital Innovation","Entrepreneurship, Business Transformation, Strategy and Operations, Research and Design, Leadership and Management, Market Analysis, Strategy, Innovation, Business Design, Business Analysis, Sales, Marketing, Sustainability","Skills you'll gain:","4.6","(90 reviews)","Intermediate · Course · 1-3 Months","https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/a9/62376accb7404caf74e95123631731/SDI-course-image.jpg?auto=format%2Ccompress&dpr=1&w=330&h=330&q=25&fit=fill"
"https://www.coursera.org/learn/logic-introduction","Free","Stanford University","Introduction to Logic","Mathematics, Theoretical Computer Science, Logic, Computational Logic","Skills you'll gain:","4.4","(607 reviews)","Intermediate · Course · 1-3 Months","https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/41/b6a930581b11e6b0cb5da5ab8b1947/klingon.png?auto=format%2Ccompress&dpr=1&w=330&h=330&q=25&fit=fill"
"https://www.coursera.org/learn/escritura-academica-esp","Free","Tecnológico de Monterrey","Fundamentos de la escritura académica","Writing, Communication","Skills you'll gain:","4.7","(642 reviews)","Beginner · Course · 1-4 Weeks","https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/89/99aa4780f045648b21eb5565a21189/PortadaFundamentosAcademica.jpg?auto=format%2Ccompress&dpr=1&w=330&h=330&q=25&fit=fill"
"https://www.coursera.org/learn/corrosion","Free","University of Manchester","Protecting the World: Introducing Corrosion Science and Engineering","Entrepreneurship, Scientific Visualization, Material Handling, Mathematics, Research and Design, Graph Theory, Data Visualization, Market Research, Machine Learning, Data Management, Feature Engineering, Big Data","Skills you'll gain:","4.6","(703 reviews)","Intermediate · Course · 1-4 Weeks",""
"https://www.coursera.org/learn/density-functional-theory","Free","École Polytechnique","Density Functional Theory","Chemistry, Mathematics, Calculus, Approximation, Physics","Skills you'll gain:","4.9","(95 reviews)","Advanced · Course · 1-4 Weeks",""
"https://www.coursera.org/learn/teaching-english","Free","Universitat Autònoma de Barcelona","English for Teaching Purposes","Human Resources, Business Psychology, Leadership and Management, Entrepreneurship, Communication, People Development, English Language, Language, Human Learning, Teaching","Skills you'll gain:","4.7","(467 reviews)","Mixed · Course · 1-4 Weeks",""
"https://www.coursera.org/learn/leadership-and-disruption","Free","Fundação Instituto de Administração","Leadership and Disruption","Business Psychology, Communication, Entrepreneurship, Organizational Development, Storytelling, Human Resources, Leadership and Management, Leadership, Leadership Development","Skills you'll gain:","4.7","(75 reviews)","Beginner · Course · 1-4 Weeks",""
"https://www.coursera.org/learn/sustainable-agriculture","Free","University of Florida","Sustainable Agricultural Land Management","Supply Chain and Logistics, Business Psychology, Entrepreneurship, Accounting, Leadership and Management, Resource, Finance, Probability & Statistics, Sustainability, Culture, Planning, Regulations and Compliance, General Statistics, Epidemiology","Skills you'll gain:","4.8","(372 reviews)","Beginner · Course · 1-3 Months",""
"https://www.coursera.org/learn/3d-modeling-rhinoscript","Free","University of Michigan","Design Computing: 3D Modeling in Rhinoceros with Python/Rhinoscript","Theoretical Computer Science, Python Programming, Computer Programming, Computer-Aided Design, Programming Principles, Data Management, Computational Thinking, Data Structures, Statistical Programming, Modeling","Skills you'll gain:","4.9","(62 reviews)","Mixed · Course · 1-3 Months",""
"https://www.coursera.org/learn/personalizedmed","Free","Vanderbilt University","Case Studies in Personalized Medicine","Research and Design, Probability & Statistics, Genetics, Medicine, Bioinformatics, Epidemiology, Biostatistics","Skills you'll gain:","4.8","(422 reviews)","Mixed · Course · 1-3 Months",""
"https://www.coursera.org/learn/fire-effect","Free","University of Maryland, College Park","The Effect of Fires on People, Property and the Environment","Risk Management, Finance, Safety","Skills you'll gain:","4.7","(440 reviews)","Mixed · Course · 1-3 Months",""
"https://www.coursera.org/learn/role-of-advertising","Free","Duke University","Advertising and Society","Communication, Strategy and Operations, Entrepreneurship, History, Advertising, Leadership and Management, Marketing, Strategy, Market Research, Research and Design, Sales","Skills you'll gain:","4.7","(840 reviews)","Mixed · Course · 1-3 Months",""
"https://www.coursera.org/learn/ai-empathy-ethics","Free","University of California, Santa Cruz","AI, Empathy & Ethics","","","","","Beginner · Course · 1-4 Weeks","https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/98/64c33c54e54c48b6b17ad037259de3/AI-Logo.png?auto=format%2Ccompress&dpr=1&w=330&h=330&q=25&fit=fill"
"https://www.coursera.org/learn/energy-business","Free","University of Colorado System","Fundamentals of Global Energy Business","Energy, Research and Design, Strategy and Operations, Entrepreneurship, Leadership and Management, Strategy, Market Research, Analysis, Market Analysis, Marketing, Sales","Skills you'll gain:","4.6","(453 reviews)","Mixed · Course · 1-3 Months","https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/72/92067f8a9aef744d32505798786c41/GEM_Graphic2013Coursera_Blue.FINAL.jpg?auto=format%2Ccompress&dpr=1&w=330&h=330&q=25&fit=fill"
"https://www.coursera.org/learn/future-of-energy","Free","University of California San Diego","Our Energy Future","Sustainability, Energy","Skills you'll gain:","4.7","(1.1k reviews)","Mixed · Course · 1-3 Months","https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/8f/71df508df711e39a1703b1fb48e006/home-page-image.png?auto=format%2Ccompress&dpr=1&w=330&h=330&q=25&fit=fill"
"https://www.coursera.org/learn/discrete-mathematics","Free","Shanghai Jiao Tong University","Discrete Mathematics","Theoretical Computer Science, Mathematics, Mathematical Theory & Analysis, Computational Logic","Skills you'll gain:","3.3","(157 reviews)","Intermediate · Course · 1-3 Months",""
"https://www.coursera.org/learn/tratamiento-caries","Free","Universidad Nacional Autónoma de México","Manejo moderno de la caries dental","","","4.8","(265 reviews)","Beginner · Course · 1-4 Weeks",""
"https://www.coursera.org/learn/breast-cancer-causes-prevention","Free","Yale University","Introduction to Breast Cancer","Probability & Statistics, Cancer, Epidemiology","Skills you'll gain:","4.9","(1.1k reviews)","Mixed · Course · 1-3 Months",""
"https://www.coursera.org/learn/bienestar-equidad-derechos-humanos","Free","Universidad de los Andes","Bienestar, equidad y derechos humanos","Human Resources","Skills you'll gain:","4.8","(2.8k reviews)","Beginner · Course · 1-4 Weeks",""
"https://www.coursera.org/learn/libre-competencia","Free","Pontificia Universidad Católica de Chile","Buenas Prácticas en Libre Competencia","Entrepreneurship, Leadership and Management, Strategy and Operations, Business Analysis, Business Development, Finance, Strategy, Research and Design, Business Design, Regulations and Compliance, Business Process Management, Marketing, Sales","Skills you'll gain:","4.8","(432 reviews)","Mixed · Course · 1-4 Weeks",""
"https://www.coursera.org/learn/architettura-contemporanea","Free","Politecnico di Milano","Introduzione alla Storia dell'Architettura Contemporanea","History, Business Psychology, Probability & Statistics, Design and Product, Global, Leadership and Management, Culture, Epidemiology, Art History, Architecture, Art","Skills you'll gain:","4.8","(152 reviews)","Beginner · Course · 1-4 Weeks",""
"https://www.coursera.org/learn/diseno-experiencia-servicios","Free","Universidad Austral","Diseño de Experiencia en Servicios","Strategy and Operations, Customer Success, Business Psychology, Entrepreneurship, Communication, Customer Relationship Management, Sales, Finance, Leadership and Management, Research and Design, Strategy, User Experience, Human Computer Interaction, Marketing, Customer Experience, User Experience Design, Experience","Skills you'll gain:","4.8","(466 reviews)","Beginner · Course · 1-4 Weeks",""
"https://www.coursera.org/learn/landscape-restoration-sustainable-development","Free","Erasmus University Rotterdam","A Business Approach to Sustainable Landscape Restoration","Process, Sustainability, Analysis, Modeling, Business Model Canvas","Skills you'll gain:","4.7","(63 reviews)","Beginner · Course · 1-3 Months",""
"https://www.coursera.org/learn/periodismo-digital","Free","Universidad Nacional Autónoma de México","Periodismo digital y combate a las fake news","Social Media, Journalism, Communication, Marketing","Skills you'll gain:","4.9","(544 reviews)","Beginner · Course · 1-4 Weeks",""
"https://www.coursera.org/learn/xin-li-xue-sheng-huo","Free","Nanjing University","心理学与生活","","","4.7","(554 reviews)","Mixed · Course · 1-3 Months","https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/a9/ee9d60c27f11e49ec973f48002675e/KLV_8871-__.jpg?auto=format%2Ccompress&dpr=1&w=330&h=330&q=25&fit=fill"
"https://www.coursera.org/learn/international-business-2","Free","University of New Mexico","International Business II","Entrepreneurship, Market (Economics), Global, Market Analysis, Business Development, Marketing, Investment, Sales, Accounting","Skills you'll gain:","4.7","(670 reviews)","Mixed · Course · 1-3 Months","https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/7b/f292b0824411e5a756a13a98039242/internationalbusiness2_logo.jpg?auto=format%2Ccompress&dpr=1&w=330&h=330&q=25&fit=fill"
"https://www.coursera.org/learn/arctic-introduction-climate","Free","University of Alberta","Introduction to the Arctic: Climate","Mathematics, Strategy and Operations, Research and Design, Critical Thinking, Climate Change, Algebra, Business Analysis","Skills you'll gain:","4.6","(445 reviews)","Mixed · Course · 1-4 Weeks","https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/65/aa38707cd911e59e62dbe4ba62c1d4/Changing-Arctic.png?auto=format%2Ccompress&dpr=1&w=330&h=330&q=25&fit=fill"
"https://www.coursera.org/learn/getinmooc","Free","University of London","Get Interactive: Practical Teaching with Technology","Business Psychology, People Development, Online Learning, Computer Graphics, Interactivity, Entrepreneurship, Interactive Design, Human Resources, Human Computer Interaction, Leadership and Management, Human Learning, Teaching","Skills you'll gain:","4.7","(593 reviews)","Beginner · Course · 1-4 Weeks","https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/cb/3c4030d65011e682d8b14e2f0915fa/shutterstock_226881610.jpg?auto=format%2Ccompress&dpr=1&w=330&h=330&q=25&fit=fill"
"https://www.coursera.org/learn/farmaco-odontologos","Free","Universidad Nacional Autónoma de México","Farmacología para odontólogos","","","4.8","(862 reviews)","Mixed · Course · 1-4 Weeks","https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/56/2186047a2f4ad79453c4c12cf01d9c/FarmacoOdonto_FINAL.jpg?auto=format%2Ccompress&dpr=1&w=330&h=330&q=25&fit=fill"
"https://www.coursera.org/learn/health-after-cancer-cancer-survivorship-for-primary-care","Free","Stanford University","Health After Cancer: Cancer Survivorship for Primary Care","Software Testing, Software Engineering","Skills you'll gain:","4.8","(38 reviews)","Intermediate · Course · 1-4 Weeks","https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/ea/d18e1bb4c14ef48d2b907970d8d29b/HAC-Landing-image.png?auto=format%2Ccompress&dpr=1&w=330&h=330&q=25&fit=fill"
"https://www.coursera.org/learn/data-management","Free","The University of North Carolina at Chapel Hill","Research Data Management and Sharing","Security Strategy, Computer Networking, Security Engineering, Data Management","Skills you'll gain:","4.7","(604 reviews)","Mixed · Course · 1-3 Months",""
"https://www.coursera.org/learn/audio-engineering","Free","University of Rochester","Fundamentals of Audio and Music Engineering: Part 1 Musical Sound & Electronics","Mathematics, Computer Graphic Techniques, Computer Graphics","Skills you'll gain:","4.6","(512 reviews)","Mixed · Course · 1-3 Months",""
"https://www.coursera.org/learn/introduction-to-edtech","Free","EDHEC Business School","Introduction to EdTech","Business Psychology, Entrepreneurship, Innovation, People Development, Research and Design, Leadership and Management, Human Resources, Human Learning","Skills you'll gain:","4.4","(11 reviews)","Beginner · Course · 1-4 Weeks",""
"https://www.coursera.org/learn/riesgos-fenomenos-naturales","Free","Universidad Nacional Autónoma de México","Evaluación de peligros y riesgos por fenómenos naturales","Risk Management, Leadership and Management, Risk, Finance","Skills you'll gain:","4.8","(605 reviews)","Beginner · Course · 1-3 Months",""
"https://www.coursera.org/learn/causal-inference","Free","Columbia University","Causal Inference","Mathematics, Combinatorics, General Statistics, Probability & Statistics","Skills you'll gain:","3.3","(65 reviews)","Advanced · Course · 1-3 Months",""
"https://www.coursera.org/learn/zhenge-beida-zaixian-chuangye","Free","Peking University","真格—北大在线创业课堂","Strategy and Operations, Change Management, People Development, Entrepreneurship, Business Psychology, Human Resources, Culture, Leadership and Management, Marketing, Investment, Brand Management, Sales, HR Tech","Skills you'll gain:","4.7","(154 reviews)","Mixed · Course · 1-4 Weeks",""
"https://www.coursera.org/learn/algae-biotechnology","Free","University of California San Diego","Algae Biotechnology","Finance, Regulations and Compliance","Skills you'll gain:","4.8","(332 reviews)","Intermediate · Course · 1-3 Months","https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/a2/a70fab642748c7851217b4eceff082/algae-biotech-logo-2.png?auto=format%2Ccompress&dpr=1&w=330&h=330&q=25&fit=fill"
"https://www.coursera.org/learn/international-travel","Free","Johns Hopkins University","International Travel Preparation, Safety, & Wellness","Communication, Business Psychology, Entrepreneurship, Leadership and Management, Supply Chain and Logistics, Planning, Culture","Skills you'll gain:","4.7","(362 reviews)","Beginner · Course · 1-4 Weeks","https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/a1/656990ff8511e68b708171e9a8a1d0/inTravel-01.png?auto=format%2Ccompress&dpr=1&w=330&h=330&q=25&fit=fill"
"https://www.coursera.org/learn/iniciacion-jeroglificos-egipcios","Free","Universitat Autònoma de Barcelona","Iniciación a los jeroglíficos egipcios","Business Psychology, Communication, Writing, Leadership and Management, Culture, Big Data, Data Management","Skills you'll gain:","4.9","(255 reviews)","Beginner · Course · 1-3 Months","https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/86/7113a0e28711e8bd09ef785fe9c9f9/Logo-Jeroglificos-v2.png?auto=format%2Ccompress&dpr=1&w=330&h=330&q=25&fit=fill"
"https://www.coursera.org/learn/explore-management-concepts-through-metaphor-and-music","Free","University of London","Explore Management Concepts through Metaphor and Music","","","","","Beginner · Course · 1-4 Weeks","https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/cb/36f2d10c074a2881ad403bb3bfc338/BScMark-Coursera-website-tile_explore-management.jpg?auto=format%2Ccompress&dpr=1&w=330&h=330&q=25&fit=fill"
"https://www.coursera.org/learn/happiness","Free","Indian School of Business","A Life of Happiness and Fulfillment","Gratitude, Mindfulness","Skills you'll gain:","4.8","(5.6k reviews)","Mixed · Course · 1-3 Months","https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/51/441350c22211e4bd49df699111f70c/Wanting-to-be-happy.JPG?auto=format%2Ccompress&dpr=1&w=330&h=330&q=25&fit=fill"
"https://www.coursera.org/learn/ciencia-computacao-python-conceitos-2","Free","Universidade de São Paulo","Introdução à Ciência da Computação com Python Parte 2","Software, Theoretical Computer Science, Computer Programming, Software Testing, Communication, Statistical Programming, Software Engineering, Python Programming, Algorithms, Sorting, Programming Principles, Computational Logic","Skills you'll gain:","4.9","(1.3k reviews)","Beginner · Course · 1-3 Months","https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/9a/70a6e0f77011e59b0b3374610339e8/reduzida.jpg?auto=format%2Ccompress&dpr=1&w=330&h=330&q=25&fit=fill"
"https://www.coursera.org/learn/diabetes","Free","University of Copenhagen","Diabetes - a Global Challenge","Probability & Statistics, Epidemiology","Skills you'll gain:","4.8","(613 reviews)","Mixed · Course · 1-3 Months",""
"https://www.coursera.org/learn/teamwork-and-creativity-es","Free","University of Illinois at Urbana-Champaign","Trabajo en equipo y creatividad","Databases, Computer Programming, Entrepreneurship, Statistical Programming, Creativity, Research and Design, Data Management, C Programming Language Family, SQL","Skills you'll gain:","4.9","(14 reviews)","Beginner · Course · 1-3 Months",""
"https://www.coursera.org/learn/esl-reading","Free","University of London","Teaching EFL/ESL Reading: A Task Based Approach","Business Psychology, Human Resources, People Development, Entrepreneurship, Leadership and Management, Human Learning","Skills you'll gain:","4.7","(431 reviews)","Intermediate · Course · 1-3 Months",""
"https://www.coursera.org/learn/quantitative-customer-insights","Free","University of Illinois at Urbana-Champaign","Customer Insights: Quantitative Techniques","Product Development, Entrepreneurship, Market (Economics), Innovation, Brand Management, Research and Design, Design and Product, Marketing","Skills you'll gain:","3.8","(27 reviews)","Mixed · Course · 1-3 Months",""
"https://www.coursera.org/learn/mindware","Free","University of Michigan","Mindware: Critical Thinking for the Information Age","Research and Design, Entrepreneurship, Strategy and Operations, Logic, Experiment, Leadership and Management, Human Resources, Probability & Statistics, Software Testing, Software Engineering, Decision Making, Correlation And Dependence, Bias, Analysis, Critical Thinking, Cost, Business Analysis, General Statistics, Market Research, Leadership Development","Skills you'll gain:","4.8","(1.2k reviews)","Beginner · Course · 1-3 Months",""
"https://www.coursera.org/learn/pbc1","Free","National Taiwan University","用 Python 做商管程式設計（一）(Programming for Business Computing in Python (1))","Python Programming, Statistical Programming, Computer Programming","Skills you'll gain:","4.9","(693 reviews)","Beginner · Course · 1-3 Months",""
"https://www.coursera.org/learn/scala2-functional-programming","Free","École Polytechnique Fédérale de Lausanne","Functional Programming Principles in Scala (Scala 2 version)","","","4.9","(24 reviews)","Intermediate · Course · 1-3 Months","https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/ac/de656065de11e6a97931f833d2f4a7/ScalaIcon.png?auto=format%2Ccompress&dpr=1&w=330&h=330&q=25&fit=fill"
"https://www.coursera.org/learn/synapses","Free","Hebrew University of Jerusalem","Synapses, Neurons and Brains","Mathematics, Algebra, Neuroscience","Skills you'll gain:","4.8","(1.1k reviews)","Mixed · Course · 1-3 Months","https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/bd/d75e7008b111e5b626b1f79a3a4b15/logo.jpg?auto=format%2Ccompress&dpr=1&w=330&h=330&q=25&fit=fill"
"https://www.coursera.org/learn/earth-economics","Free","Erasmus University Rotterdam","Earth Economics","Behavioral Economics, Business Psychology, Economics, Economy","Skills you'll gain:","4.7","(49 reviews)","Beginner · Course · 1-3 Months","https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/ab/bac911cb6b445ab5f180b881af8d00/aardsticker-transparant.png?auto=format%2Ccompress&dpr=1&w=330&h=330&q=25&fit=fill"
"https://www.coursera.org/learn/richard-schechners-introduction-to-performance-studies","Free","New York University","Richard Schechner's Introduction to Performance Studies","Software Testing, History, Computer Programming, Software Engineering, Communication, Research and Design, Business Psychology, Art History, Strategy and Operations, Culture, Operating Systems, System Programming, Critical Thinking, Art, Leadership and Management, Marketing","Skills you'll gain:","4.6","(45 reviews)","Beginner · Course · 3-6 Months",""
"https://www.coursera.org/learn/practical-time-series-analysis","Free","The State University of New York","Practical Time Series Analysis","R Programming, Statistical Programming, Computer Programming, Mathematics, Correlation And Dependence, Plot (Graphics), Forecasting, Probability & Statistics, Theoretical Computer Science, Data Visualization, Programming Principles, Statistical Machine Learning, General Statistics, Time Series, Algorithms, Analysis, Modeling, Machine Learning, Statistical Tests","Skills you'll gain:","4.6","(1.5k reviews)","Intermediate · Course · 1-3 Months",""
"https://www.coursera.org/learn/social-innovation","Free","University of Cape Town","Becoming a changemaker: Introduction to Social Innovation","Resource, Research and Design, Social Entrepreneurship, Entrepreneurship, Human Resources, Leadership and Management, Innovation, Thought, Problem Solving","Skills you'll gain:","4.8","(1.5k reviews)","Beginner · Course · 1-3 Months",""
"https://www.coursera.org/learn/wireless-communications","Free","Yonsei University","Wireless Communications for Everybody","Communication, Computer Architecture, Wireless, Network Architecture, Computer Networking","Skills you'll gain:","4.7","(2.2k reviews)","Beginner · Course · 1-3 Months",""
"https://www.coursera.org/learn/operations-research-algorithms","Free","National Taiwan University","Operations Research (2): Optimization Algorithms","Mathematics, Strategy and Operations, Theoretical Computer Science, Research and Design, Algebra, Linear Algebra, Supply Chain and Logistics, Operations Research, Mathematical Optimization, Linearity, Transportation Operations Management","Skills you'll gain:","4.8","(38 reviews)","Intermediate · Course · 1-3 Months",""
"https://www.coursera.org/learn/rf-mmwave-circuit-design","Free","Eindhoven University of Technology","RF and millimeter-Wave Circuit Design","Computer Architecture, Communication, Mathematics, Computer Graphic Techniques, Network Architecture, Hardware Design, Security Engineering, Linear Algebra, Computer Networking, Computer Graphics, Cyberattacks, Accounting","Skills you'll gain:","4.7","(108 reviews)","Intermediate · Course · 1-3 Months",""
"https://www.coursera.org/learn/evaluacion-aprendizaje-escenarios-clinicos","Free","Tecnológico de Monterrey","Evaluación del Aprendizaje en Escenarios Clínicos","Probability & Statistics, Epidemiology","Skills you'll gain:","4.9","(129 reviews)","Intermediate · Course · 1-4 Weeks",""
"https://www.coursera.org/learn/introduction-basic-vibrations","Free","Korea Advanced Institute of Science and Technology(KAIST)","Introduction to Basic Vibrations","Entrepreneurship, Mathematics, Linear Algebra, Leadership and Management, Research and Design, Market Research, Problem Solving","Skills you'll gain:","4.6","(432 reviews)","Intermediate · Course · 1-3 Months",""
"https://www.coursera.org/learn/fluid-power","Free","University of Minnesota","Fundamentals of Fluid Power","Entrepreneurship, Data Analysis, Leadership and Management, Simulation, Problem Solving, Research and Design, Mathematical Theory & Analysis","Skills you'll gain:","4.8","(1.1k reviews)","Mixed · Course · 1-3 Months",""
